policy_id,driver_age,vehicle_age,vehicle_type,annual_mileage,accident_history,location_risk_score,policy_duration_years,previous_claims,credit_score,claim_cost
5035,73,15,Truck,25874,0,0.23,1,1,639,2987
5036,51,2,SUV,5455,0,0.11,5,0,675,1117
5037,28,13,Convertible,12643,1,0.59,9,0,665,1393
5038,58,0,Truck,9620,1,0.32,7,2,738,4545
5039,29,9,Convertible,13867,0,0.88,9,1,601,2821
5040,66,14,Truck,21126,0,0.33,9,0,678,36
5041,32,6,Sedan,10099,1,0.7,1,0,682,1848
5042,74,3,Sedan,18887,1,0.41,8,0,664,1945
5043,48,13,Truck,15546,1,0.42,7,0,635,1482
5044,66,15,Truck,20435,1,0.26,2,0,616,2055
5045,75,13,Convertible,5059,1,0.55,3,2,648,3384
5046,46,2,Hatchback,17673,1,0.62,6,0,561,1095
5047,43,16,Truck,27583,0,0.62,3,1,604,2126
5048,35,13,SUV,27695,1,0.87,8,1,601,2152
5049,49,17,SUV,10531,1,0.69,4,0,675,1720
5050,39,2,SUV,7764,0,0.77,7,0,681,408
5051,55,18,Sedan,28392,1,0.39,4,1,596,2721
5052,34,2,Convertible,6794,1,0.48,2,0,585,2167
5053,40,11,Sedan,15721,2,0.12,7,0,577,2221
5054,41,4,SUV,10686,1,0.17,8,0,699,2127
5055,67,9,Truck,24871,1,0.45,1,0,696,1916
5056,25,8,SUV,19675,0,0.29,5,0,682,1356
5057,58,0,Truck,9987,0,0.83,8,0,725,185
5058,23,12,Convertible,24805,1,0.71,1,1,739,2795
5059,22,2,Hatchback,17888,0,0.97,3,1,600,1022
5060,61,18,Truck,11580,0,0.9,2,0,630,195
5061,74,10,Sedan,18533,0,0.98,3,0,689,1145
5062,46,15,SUV,26916,0,0.43,3,1,512,2621
5063,45,5,SUV,22757,0,0.54,3,0,637,977
5064,28,2,SUV,8553,0,0.44,1,0,698,1293
5065,74,18,Truck,25056,0,0.97,3,1,633,1168
5066,18,5,Convertible,13144,2,0.46,2,2,687,4991
5067,60,7,Truck,14274,0,0.21,9,0,550,886
5068,36,12,Sedan,17439,1,0.33,8,0,664,1505
5069,26,11,SUV,10437,1,0.48,6,0,627,1779
5070,44,9,Truck,29547,0,0.64,7,0,639,381
5071,51,2,SUV,28830,0,0.66,1,0,603,923
5072,61,3,Sedan,17277,1,0.78,7,1,730,2744
5073,21,0,Hatchback,13749,0,0.68,8,0,653,487
5074,53,12,Hatchback,18785,0,0.54,8,0,657,0
5075,35,3,Hatchback,27349,0,0.13,6,1,753,1947
5076,32,10,SUV,10915,0,0.73,7,0,604,250
5077,68,18,Truck,14734,0,0.18,2,0,657,1345
5078,30,10,SUV,19703,0,0.52,4,0,616,636
5079,36,11,Convertible,27499,0,0.91,8,0,614,163
5080,66,10,Truck,26478,2,0.64,4,0,665,2708
5081,23,5,Sedan,7382,0,0.28,8,2,636,3041
5082,65,11,Hatchback,25482,0,0.83,4,0,749,600
5083,73,8,Truck,14473,0,0.37,9,0,739,647
5084,29,9,Truck,9358,0,0.62,1,0,642,463
5085,68,2,Hatchback,13312,0,0.67,6,0,573,64
5086,54,2,Sedan,19031,0,0.76,1,1,635,1493
5087,34,19,SUV,5139,0,0.16,6,1,702,2829
5088,75,15,SUV,12644,2,0.87,4,0,606,1784
5089,40,2,Truck,6815,1,0.2,8,1,730,2753
5090,43,9,Hatchback,26792,1,0.19,8,0,679,3027
5091,46,10,Convertible,9301,0,0.51,9,0,591,942
5092,50,7,Sedan,17330,1,0.43,7,0,617,1859
5093,77,5,SUV,20185,1,0.15,8,0,624,1859
5094,44,19,Sedan,12285,1,0.25,3,0,610,2408
5095,42,10,Sedan,14220,0,0.5,4,0,593,1425
5096,73,11,Sedan,15446,2,0.85,4,0,621,1778
5097,72,15,Hatchback,28162,0,0.21,6,0,631,1661
5098,27,17,Hatchback,19150,0,0.19,7,0,715,1810
5099,64,12,Hatchback,13536,0,0.82,9,0,672,0
5100,40,2,Truck,23803,0,0.54,6,0,675,1200
5101,38,14,Hatchback,8235,1,0.42,2,0,667,1326
5102,38,13,Truck,23978,1,0.52,7,0,610,2269
5103,60,17,SUV,6387,0,0.47,9,0,707,667
5104,30,13,SUV,17209,0,0.8,8,0,628,1028
5105,54,4,SUV,5983,0,0.11,4,0,633,527
5106,50,13,SUV,19346,0,0.49,2,0,669,1597
5107,41,7,SUV,23506,0,0.24,8,0,775,1315
5108,61,14,Hatchback,26803,2,0.38,6,0,622,3198
5109,28,14,Convertible,24378,0,0.2,8,3,569,4368
5110,34,18,Hatchback,28440,0,0.48,9,1,664,2160
5111,21,19,Convertible,12548,0,0.68,3,0,684,1412
5112,64,5,Hatchback,11853,0,0.7,8,0,628,607
5113,42,18,SUV,24284,0,0.82,8,0,620,930
5114,47,7,Sedan,5775,1,0.83,5,0,586,1639
5115,26,5,Convertible,26365,0,0.64,6,0,667,0
5116,38,19,Sedan,22119,1,0.42,5,0,747,1455
5117,37,14,SUV,28161,0,0.15,6,0,736,1947
5118,36,2,Convertible,29137,1,0.13,1,2,665,3356
5119,36,9,Sedan,26531,1,0.2,2,2,629,4879
5120,29,14,Hatchback,22870,1,0.99,8,0,669,842
5121,54,15,SUV,21779,0,0.81,1,0,634,1750
5122,59,16,Hatchback,17970,1,0.46,9,0,618,1894
5123,34,18,Hatchback,7001,1,0.52,7,0,658,1213
5124,54,10,SUV,16639,1,0.76,1,0,714,2055
5125,71,15,Convertible,19756,1,0.56,5,0,641,2293
5126,65,4,Truck,29939,0,0.42,2,1,640,2401
5127,56,4,Truck,13062,3,0.41,1,0,637,3084
5128,45,13,SUV,15046,1,0.29,1,0,690,2757
5129,58,17,Truck,28652,1,0.9,5,0,693,772
5130,52,7,Sedan,27261,0,0.47,4,0,596,1386
5131,64,4,Convertible,9188,2,0.78,5,1,641,2134
5132,65,6,Hatchback,18886,1,0.62,6,0,705,1560
5133,35,15,Hatchback,25745,0,0.78,1,1,633,1470
5134,31,13,SUV,11349,1,0.39,2,0,720,1249
5135,52,4,Hatchback,11180,0,0.78,2,2,684,3588
5136,61,8,Sedan,18322,3,0.81,5,1,738,3040
5137,58,3,Sedan,12794,0,0.19,9,0,634,1818
5138,77,3,SUV,18401,1,0.18,7,0,685,1373
5139,24,15,Hatchback,22127,2,0.99,4,0,687,2463
5140,58,16,Truck,11162,1,0.21,5,2,704,3935
5141,30,14,Truck,20923,0,0.72,7,0,668,0
5142,35,3,Convertible,21757,0,0.77,9,1,706,1515
5143,54,5,SUV,10905,1,0.16,7,0,618,2440
5144,30,15,Convertible,25511,1,0.77,2,2,647,3309
5145,53,3,Truck,17276,1,0.48,4,0,576,1765
5146,48,5,Truck,29715,0,0.35,4,0,637,1311
5147,19,4,Truck,10689,1,0.7,9,1,607,3356
5148,33,15,Convertible,24404,0,0.85,8,0,667,510
5149,26,15,SUV,20380,1,0.62,6,1,699,3490
5150,26,9,Sedan,20508,0,0.88,8,0,678,863
5151,55,8,Sedan,24676,0,0.12,7,0,689,1156
5152,28,3,Truck,28260,1,0.76,8,0,655,1923
5153,71,13,SUV,11897,1,0.25,7,0,643,2530
5154,73,3,SUV,26722,0,0.36,2,0,591,1076
5155,39,11,Hatchback,6564,0,0.62,6,1,554,2261
5156,50,9,Hatchback,21334,2,0.35,4,0,575,2709
5157,53,3,Convertible,18870,0,0.25,4,0,617,1339
5158,62,17,Hatchback,19219,0,0.9,6,0,696,1379
5159,40,12,Convertible,21441,1,0.92,8,0,589,803
5160,62,12,Sedan,24880,0,0.13,5,0,609,1327
5161,62,13,Truck,26778,0,0.55,3,0,626,797
5162,51,17,SUV,15379,1,0.28,1,0,714,2449
5163,26,0,Sedan,26526,0,0.88,5,0,648,199
5164,41,15,Sedan,7948,1,0.52,3,1,657,2527
5165,25,14,Convertible,25857,1,0.53,3,0,671,1563
5166,24,4,Truck,29948,0,0.66,4,0,720,888
5167,53,5,Convertible,8134,0,0.15,9,0,654,939
5168,35,5,Sedan,22971,1,0.21,4,0,562,577
5169,20,2,SUV,13969,0,0.55,5,1,656,1680
5170,45,15,Hatchback,25646,0,0.97,5,0,722,1068
5171,23,11,Convertible,28050,0,0.86,1,1,682,2434
5172,61,3,Sedan,8678,0,0.9,7,0,661,168
5173,61,0,Hatchback,15740,0,0.22,2,0,668,1990
5174,38,3,Hatchback,22382,0,0.96,6,0,558,188
5175,45,0,Sedan,8343,0,0.76,4,0,551,0
5176,57,7,Truck,24885,0,0.39,5,0,695,778
5177,71,4,Sedan,9014,0,0.88,5,0,714,802
5178,71,1,SUV,10107,0,0.77,4,2,619,2863
5179,18,11,Hatchback,16870,0,0.76,2,0,660,861
5180,53,16,SUV,9328,0,0.76,8,0,681,908
5181,38,6,Convertible,9655,1,0.82,1,0,733,1153
5182,77,10,Hatchback,26711,0,0.95,9,0,646,768
5183,60,3,Truck,29004,2,0.22,6,0,687,3311
5184,52,4,Sedan,10858,0,1.0,4,1,750,1607
5185,30,5,Convertible,10620,2,0.89,6,0,636,2318
5186,74,10,SUV,14112,0,0.5,9,1,653,1501
5187,66,0,Convertible,12004,0,0.24,9,1,595,2968
5188,71,9,Truck,6242,0,0.51,3,0,597,551
5189,71,19,Sedan,28399,1,0.8,8,0,694,911
5190,27,10,Convertible,21464,2,0.64,1,0,710,2723
5191,70,16,SUV,7661,0,0.35,9,0,708,996
5192,61,7,Convertible,9798,1,0.47,7,1,598,2505
5193,64,12,Sedan,5540,2,0.96,7,0,640,1823
5194,70,19,Convertible,27329,0,0.82,6,0,674,0
5195,27,17,SUV,28292,1,0.21,1,0,536,1768
5196,63,15,Sedan,24169,0,0.59,2,0,673,1256
5197,30,1,Truck,24870,0,0.94,3,0,744,950
5198,54,4,Truck,8157,1,0.13,1,0,707,2019
5199,55,17,Hatchback,9717,1,0.14,5,1,529,2856
5200,41,2,Convertible,10336,0,0.75,5,2,670,3168
5201,19,16,SUV,12165,0,0.62,6,1,661,1159
5202,39,15,Convertible,23627,0,0.14,7,0,664,1775
5203,34,5,Sedan,14512,2,1.0,9,0,655,1879
5204,53,18,Hatchback,24377,0,0.62,7,1,634,1400
5205,31,6,SUV,23475,1,0.54,6,0,534,2518
5206,27,17,Convertible,19728,0,0.5,9,1,666,2052
5207,52,13,SUV,18754,0,0.73,2,0,681,586
5208,42,5,Sedan,10209,1,0.51,6,1,622,3830
5209,20,7,Hatchback,19490,1,0.69,5,0,713,1161
5210,64,14,SUV,12645,0,0.54,6,0,568,1368
5211,55,14,Sedan,10740,0,0.65,1,1,564,2228
5212,34,14,Truck,9154,2,0.82,5,1,654,2884
5213,29,15,SUV,7665,0,0.84,8,1,616,1818
5214,71,0,Hatchback,11018,0,0.86,3,0,699,328
5215,69,10,SUV,23140,0,0.28,3,0,629,365
5216,41,4,SUV,10713,0,0.16,7,0,718,372
5217,46,4,Sedan,18071,1,0.85,7,1,614,1377
5218,60,5,Convertible,24504,1,0.14,2,0,657,1754
5219,42,1,Convertible,26535,0,0.29,8,0,551,523
5220,53,5,SUV,26989,1,0.57,5,1,647,2482
5221,75,13,Hatchback,20327,0,0.87,9,0,654,254
5222,77,10,Hatchback,23962,0,0.91,1,0,710,422
5223,43,3,Sedan,6026,1,0.67,4,0,574,1286
5224,55,8,SUV,9473,0,0.97,8,0,636,200
5225,18,2,SUV,9667,1,0.76,9,0,723,2512
5226,37,15,Convertible,23338,0,0.57,9,0,729,659
5227,72,10,Sedan,21970,0,0.22,1,0,608,1608
5228,45,3,Truck,20941,0,0.49,1,0,616,205
5229,33,0,Hatchback,5684,0,0.84,7,1,565,2334
5230,64,15,Hatchback,27426,1,0.36,6,0,544,1501
5231,34,18,SUV,8268,0,0.62,7,0,631,2314
5232,57,15,Sedan,20193,0,0.99,8,0,618,0
5233,45,10,Truck,5658,0,0.26,6,1,753,1730
5234,75,7,Hatchback,6296,0,0.19,7,0,667,1041
5235,29,0,Sedan,6525,0,0.82,7,1,640,1508
5236,44,8,Truck,15274,0,0.12,7,0,683,614
5237,71,11,SUV,12150,0,0.68,2,0,701,1587
5238,70,7,Convertible,12792,0,0.4,3,0,711,1608
5239,59,16,Hatchback,11604,0,0.75,9,1,663,1615
5240,76,9,Hatchback,20053,0,0.21,1,0,649,1623
5241,64,6,Truck,10789,0,0.4,8,0,658,1632
5242,47,18,Convertible,12420,0,0.12,7,0,647,1211
5243,58,5,Sedan,10753,1,0.31,6,0,624,1474
5244,51,18,SUV,20544,0,0.53,1,0,702,1648
5245,54,17,Sedan,28018,2,0.26,9,1,640,4439
5246,23,14,Truck,10108,0,0.64,2,0,599,58
5247,24,1,Hatchback,10247,1,0.21,5,0,651,2604
5248,49,13,Hatchback,13401,0,0.77,9,0,686,49
5249,49,9,Sedan,22007,2,0.93,8,0,577,2182
5250,70,15,SUV,14997,1,0.45,4,0,637,1478
5251,42,6,Truck,10261,1,0.58,8,0,610,1619
5252,50,7,SUV,9268,0,0.54,9,0,759,1038
5253,72,9,Truck,10984,1,0.81,5,0,655,2433
5254,75,14,SUV,25133,0,0.99,1,0,728,0
5255,24,7,Sedan,25926,0,0.76,6,0,662,170
5256,69,12,Convertible,5010,0,0.29,4,0,667,809
5257,74,11,Truck,22144,1,0.73,6,0,647,1565
5258,79,7,Sedan,6177,0,0.65,1,0,639,520
5259,29,14,Hatchback,14168,1,0.29,4,1,646,1937
5260,33,11,Hatchback,23876,0,0.32,5,0,617,1371
5261,33,10,SUV,7389,0,0.69,6,0,649,1498
5262,60,18,Hatchback,11364,0,0.83,5,0,569,725
5263,70,13,Convertible,20777,0,0.79,2,0,659,315
5264,53,17,Truck,16865,0,0.65,3,0,590,788
5265,30,12,SUV,23936,1,0.94,5,0,655,775
5266,24,3,Truck,17327,2,0.76,7,0,666,2679
5267,53,16,Truck,22866,1,0.59,4,0,721,1793
5268,64,18,Sedan,7310,1,0.83,6,0,666,1043
5269,68,8,Hatchback,8741,0,0.36,9,2,637,3406
5270,26,6,Truck,12285,2,0.34,7,1,619,4289
5271,49,0,Convertible,29001,0,0.97,3,0,686,922
5272,28,6,Convertible,8839,1,0.95,5,0,645,1127
5273,25,6,Hatchback,12581,0,0.89,9,1,612,2697
5274,50,19,Hatchback,24139,0,0.29,5,0,658,1732
5275,40,6,SUV,19137,3,0.63,3,0,557,3550
5276,42,7,SUV,24981,1,0.58,8,1,654,2741
5277,73,15,SUV,10237,1,0.28,7,1,611,3074
5278,25,2,Hatchback,17504,0,0.5,5,0,634,908
5279,62,12,Truck,6740,1,0.52,5,0,750,1555
5280,39,9,Sedan,23508,0,0.32,1,0,626,1851
5281,76,17,SUV,10291,0,0.96,8,0,689,112
5282,21,6,Sedan,24481,1,0.54,6,0,702,1826
5283,57,4,Convertible,10247,0,0.57,5,1,693,946
5284,20,6,Hatchback,25853,0,0.64,7,0,669,861
5285,46,16,Convertible,13845,1,0.9,2,0,595,1669
5286,58,3,SUV,26383,2,0.58,3,0,617,3256
5287,46,15,Truck,16733,1,0.59,9,0,592,1245
5288,51,18,SUV,11566,0,0.32,5,2,632,3261
5289,51,9,Sedan,28728,0,0.64,6,0,633,1195
5290,45,2,SUV,5852,0,0.44,8,0,604,1669
5291,30,2,Truck,26310,4,0.68,3,0,677,3715
5292,32,16,Truck,14753,0,0.37,1,1,625,1180
5293,77,9,Hatchback,26452,0,0.74,4,1,632,1259
5294,40,16,Hatchback,17137,1,0.66,2,0,572,1425
5295,61,16,Truck,15868,2,0.53,9,0,653,1697
5296,43,3,Truck,19905,0,0.19,4,0,645,1487
5297,21,5,Sedan,26773,0,0.66,9,2,620,2665
5298,43,11,SUV,22702,0,0.87,7,0,669,618
5299,57,19,Hatchback,21505,1,0.25,7,0,656,2437
5300,26,16,Sedan,9254,2,0.18,1,0,679,2933
5301,72,16,SUV,21239,0,0.14,2,0,682,2370
5302,22,9,Hatchback,13498,0,0.13,7,0,686,1886
5303,73,6,Sedan,17174,0,0.86,5,0,733,0
5304,49,15,Convertible,6896,1,0.75,7,0,656,1678
5305,37,12,Convertible,17878,0,0.28,3,0,603,1121
5306,67,2,Hatchback,10976,0,0.93,8,0,629,979
5307,28,1,Sedan,29390,0,0.22,4,0,630,1348
5308,32,15,SUV,29921,0,0.44,8,1,604,2039
5309,49,5,SUV,8911,1,0.51,6,1,524,3245
5310,45,5,Sedan,21337,1,0.17,9,0,662,1761
5311,39,12,Convertible,13340,0,0.41,6,0,652,592
5312,58,6,Sedan,22423,1,0.19,4,0,746,1874
5313,34,4,Convertible,14582,0,0.81,3,0,743,627
5314,76,6,Convertible,8904,0,0.14,4,0,684,1834
5315,43,1,SUV,9876,1,0.12,7,0,678,1941
5316,61,16,Hatchback,13309,0,0.76,8,0,609,0
5317,24,12,Truck,5703,0,0.8,2,0,659,424
5318,59,15,Sedan,24339,0,0.55,9,0,644,912
5319,74,19,Convertible,10470,0,0.39,7,0,657,1044
5320,43,1,Sedan,11440,2,0.31,7,0,612,2473
5321,42,4,Hatchback,7024,0,0.21,4,0,671,1579
5322,27,17,Hatchback,20751,0,0.54,7,0,582,947
5323,76,6,Truck,17730,0,0.54,2,0,802,1085
5324,62,10,Truck,26380,1,0.51,3,0,722,698
5325,36,10,Convertible,27953,0,0.8,2,2,716,2835
5326,28,16,Truck,9345,0,0.19,5,0,586,1070
5327,30,15,Convertible,15149,0,0.7,1,0,569,1470
5328,70,12,SUV,27246,0,0.46,2,2,664,3418
5329,25,4,Convertible,10634,1,0.32,6,0,635,1460
5330,57,19,Truck,22381,0,0.71,6,0,742,270
5331,21,15,Sedan,21789,0,0.28,8,0,681,1536
5332,64,15,Truck,16040,1,0.31,9,0,648,1535
5333,48,15,Hatchback,5243,0,1.0,9,0,724,0
5334,45,13,Truck,29351,0,0.9,7,0,659,886
5335,28,5,SUV,7414,0,0.73,1,2,661,3379
5336,60,1,Convertible,8856,0,0.38,4,2,702,3215
5337,18,13,Hatchback,11263,0,0.58,7,0,616,79
5338,66,15,Convertible,20185,0,0.21,2,1,701,2602
5339,64,19,Convertible,20799,0,0.4,9,1,678,2554
5340,69,12,Truck,29322,0,0.16,1,0,604,695
5341,55,14,Sedan,13624,1,0.65,9,0,748,1664
5342,41,11,Hatchback,17470,0,0.87,7,0,627,404
5343,71,8,SUV,18772,0,0.83,6,1,568,1454
5344,77,17,SUV,6141,2,0.87,7,0,611,2048
5345,74,13,Sedan,9126,0,0.26,2,2,598,3450
5346,64,19,Sedan,24408,1,0.69,2,0,660,792
5347,48,3,Truck,19863,0,0.96,3,1,731,1839
5348,58,7,SUV,18584,0,0.8,6,0,662,366
5349,63,7,Hatchback,28391,0,0.1,1,0,729,887
5350,67,15,Sedan,24840,0,0.89,4,0,703,698
5351,43,9,Sedan,27383,0,0.74,8,0,517,355
5352,66,16,Sedan,9197,0,0.21,8,0,695,1019
5353,67,0,Hatchback,10824,1,0.38,5,0,621,1680
5354,22,17,SUV,17097,0,0.21,7,0,676,932
5355,37,9,Hatchback,28150,1,0.76,5,0,647,1101
5356,69,3,Hatchback,24236,0,0.1,4,0,789,1209
5357,58,0,Truck,23839,1,0.52,6,1,672,2783
5358,28,3,Sedan,28898,0,1.0,8,0,679,573
5359,73,3,SUV,17115,1,0.87,1,0,704,1734
5360,71,3,Truck,22774,1,0.63,3,0,576,2098
5361,50,16,Truck,9925,1,0.72,4,0,704,660
5362,67,8,Convertible,24220,1,0.64,5,0,639,1941
5363,55,18,Sedan,22001,1,0.83,1,3,615,4737
5364,44,12,SUV,7469,1,0.9,9,1,691,2955
5365,51,3,SUV,17468,0,0.79,8,1,576,2094
5366,32,4,SUV,7702,1,0.26,2,0,697,1763
5367,49,12,Sedan,11257,0,0.44,5,0,642,1647
5368,78,15,SUV,13105,2,0.81,9,0,645,2708
5369,75,4,Hatchback,8165,0,0.84,3,1,538,1891
5370,38,7,Hatchback,29835,0,0.67,5,0,695,1743
5371,63,15,Sedan,16370,2,0.74,9,1,662,2907
5372,22,0,SUV,15483,0,0.26,6,1,627,2456
5373,23,5,Convertible,19758,0,0.44,5,0,604,1153
5374,55,10,Convertible,9430,0,0.58,8,1,689,1412
5375,79,15,Convertible,14238,2,0.99,5,0,667,1616
5376,39,4,Hatchback,10992,1,0.82,9,1,650,2992
5377,79,15,Convertible,17249,1,0.27,3,0,601,1620
5378,35,6,SUV,11597,0,0.42,1,0,665,1531
5379,31,18,SUV,6407,1,0.3,4,1,662,2918
5380,27,0,Convertible,14201,1,0.24,7,0,716,2875
5381,63,8,Truck,10557,2,0.21,3,1,590,2743
5382,30,17,Convertible,28383,0,0.97,8,0,614,865
5383,48,12,Truck,28973,0,0.92,2,0,747,533
5384,47,14,Sedan,20515,0,0.53,9,0,660,35
5385,20,2,Sedan,8406,0,0.59,3,0,663,605
5386,47,9,SUV,16794,0,0.85,6,1,698,909
5387,23,8,Hatchback,10700,0,0.68,7,0,741,812
5388,46,12,SUV,13127,0,0.76,5,0,592,468
5389,25,15,SUV,25611,0,0.81,5,0,759,0
5390,61,2,Hatchback,15740,0,0.53,1,1,648,2068
5391,62,14,SUV,6545,0,0.98,4,1,663,1825
5392,60,16,Hatchback,28691,0,0.67,1,0,653,1719
5393,61,13,SUV,29516,0,0.67,9,0,725,1275
5394,50,6,Sedan,21518,0,0.23,9,0,698,0
5395,34,19,Truck,7859,0,0.99,5,0,643,81
5396,65,15,SUV,18057,0,0.16,5,0,594,1927
5397,28,7,Truck,11003,0,0.99,5,0,638,0
5398,30,3,Convertible,6264,0,0.92,7,2,583,2404
5399,67,19,SUV,23156,0,0.87,6,0,695,672
5400,28,14,Sedan,21548,1,0.71,2,0,616,1152
5401,48,4,Hatchback,17612,1,0.65,3,1,645,3461
5402,45,12,Sedan,21019,1,1.0,5,0,709,1218
5403,61,5,Truck,20577,0,0.98,7,1,690,1556
5404,23,4,Hatchback,13811,0,0.83,2,0,669,22
5405,58,16,Sedan,29806,0,0.18,4,0,610,604
5406,33,6,Sedan,11725,0,0.43,1,0,674,937
5407,21,5,Sedan,24164,0,0.88,7,1,610,1591
5408,52,1,Hatchback,29137,0,0.73,2,0,675,0
5409,77,10,Sedan,26682,2,0.21,8,0,585,2837
5410,65,6,Sedan,11814,1,0.41,1,1,710,2940
5411,73,7,Truck,25136,1,0.12,2,0,660,1850
5412,76,4,Sedan,21185,0,0.9,8,0,649,1017
5413,43,17,Sedan,8972,1,0.77,5,0,670,1357
5414,79,15,Convertible,24616,1,0.49,5,0,644,1529
5415,74,13,Hatchback,12594,0,0.78,7,0,653,1119
5416,29,11,Convertible,21786,2,0.94,4,0,715,1906
5417,28,16,Truck,12199,1,0.35,9,0,703,1578
5418,54,4,Convertible,11264,0,0.36,3,0,686,371
5419,42,13,SUV,20874,1,0.53,8,0,663,1828
5420,35,5,Hatchback,9480,0,0.74,3,0,634,1040
5421,36,14,Sedan,11619,0,0.99,8,0,704,129
5422,40,6,Convertible,7607,0,0.25,1,1,604,1602
5423,72,13,Convertible,14382,0,0.41,7,1,739,2629
5424,55,17,Sedan,13580,1,0.43,1,1,686,3431
5425,71,0,Sedan,24788,0,0.75,2,0,709,856
5426,35,5,Truck,27026,0,0.9,1,0,673,462
5427,43,2,Convertible,22173,0,0.27,3,0,644,1251
5428,23,4,Convertible,28280,0,0.74,9,1,697,995
5429,21,11,SUV,6494,0,0.92,1,1,580,1509
5430,61,10,SUV,24135,0,0.21,3,1,621,2854
5431,68,12,Convertible,19388,0,0.67,2,0,640,830
5432,46,15,SUV,11710,0,0.28,5,1,581,2902
5433,76,17,Convertible,5820,1,0.5,7,1,682,3607
5434,78,16,Hatchback,26524,0,0.21,6,1,713,1712
5435,51,16,Truck,26522,0,0.72,5,0,565,855
5436,34,10,SUV,17228,4,0.46,3,1,629,5332
5437,60,19,Convertible,23753,1,0.61,7,0,642,1307
5438,60,9,SUV,25449,0,0.57,9,0,666,2191
5439,70,15,Truck,22847,0,0.72,2,0,693,0
5440,33,1,Hatchback,23291,0,0.91,6,0,636,307
5441,19,16,Sedan,27585,1,0.35,5,1,697,2859
5442,51,19,Sedan,16257,0,0.64,9,0,654,722
5443,72,9,SUV,29279,1,0.62,8,1,620,1921
5444,25,12,Convertible,16837,2,0.38,9,0,662,2052
5445,30,11,Truck,29209,0,0.55,7,0,587,796
5446,59,14,Hatchback,17220,0,0.14,5,0,637,495
5447,25,6,Hatchback,8965,1,0.48,4,0,641,2110
5448,47,12,Hatchback,18038,0,0.34,8,1,620,2477
5449,49,11,Sedan,14508,0,0.88,2,0,777,0
5450,53,11,Truck,21565,0,0.42,1,2,715,3191
5451,64,1,Sedan,11000,0,0.27,3,0,660,1232
5452,47,4,SUV,28629,1,0.58,7,0,671,1047
5453,18,1,Hatchback,14152,1,0.83,1,0,676,486
5454,60,19,Truck,22373,0,0.42,5,0,681,441
5455,56,12,Hatchback,14917,0,0.86,5,0,728,1812
5456,34,2,Sedan,27656,0,0.39,3,0,696,1466
5457,76,10,Sedan,19654,0,0.76,1,1,551,1465
5458,37,15,Sedan,5706,1,0.2,5,0,692,1264
5459,41,0,Hatchback,28036,0,0.16,8,1,608,1935
5460,67,18,Truck,9847,0,0.76,9,0,622,1341
5461,39,10,Truck,25714,0,0.43,6,0,699,1909
5462,46,8,SUV,23004,0,0.45,1,0,557,665
5463,39,13,Hatchback,17893,0,0.62,5,0,736,862
5464,61,8,SUV,9649,0,0.99,2,0,691,403
5465,26,6,SUV,16613,0,0.25,1,0,667,1899
5466,54,15,SUV,11596,0,0.37,3,0,692,616
5467,27,2,SUV,26065,1,0.68,5,0,707,2117
5468,53,18,Sedan,29428,0,0.73,9,0,661,0
5469,54,3,SUV,24964,0,0.74,7,0,689,1249
5470,45,6,Truck,18938,1,0.64,6,0,601,1052
5471,45,11,SUV,13614,0,0.63,9,0,691,738
5472,59,17,Sedan,25399,3,0.23,6,0,680,3184
5473,60,4,Convertible,24580,2,0.85,4,2,722,5448
5474,38,9,Convertible,27533,1,0.11,7,0,659,2508
5475,41,11,Convertible,25937,1,0.48,2,0,665,1439
5476,59,7,Hatchback,15106,0,0.29,2,0,604,619
5477,77,18,Truck,25394,1,0.19,6,1,650,3809
5478,57,14,Sedan,17277,0,0.39,5,0,681,0
5479,19,0,Convertible,28049,0,0.69,6,0,685,853
5480,72,2,Sedan,20448,0,0.55,2,0,736,287
5481,25,17,Sedan,18133,1,0.89,2,0,673,2367
5482,65,17,Hatchback,16374,1,0.64,1,0,645,2863
5483,44,1,Convertible,9646,0,0.33,2,1,678,2195
5484,39,4,SUV,18708,0,0.56,7,0,622,771
5485,54,0,Sedan,11090,2,0.3,2,1,716,3844
5486,44,9,Convertible,25134,1,0.26,3,0,615,1551
5487,74,19,Sedan,17784,0,0.96,6,1,630,1186
5488,46,9,Hatchback,16279,1,0.52,6,0,596,1719
5489,20,4,Hatchback,20392,1,0.69,9,1,654,2931
5490,61,17,SUV,15984,1,0.89,2,0,682,1514
5491,30,14,Hatchback,7536,0,0.39,7,0,733,1082
5492,62,19,Convertible,24643,0,0.81,1,1,647,1414
5493,27,7,Hatchback,11879,0,0.81,6,0,639,38
5494,53,16,SUV,19793,1,0.84,9,0,517,1022
5495,26,11,Truck,12438,0,0.27,8,0,661,1437
5496,71,11,Sedan,23895,1,0.97,6,1,651,2400
5497,73,0,Sedan,23474,0,0.35,6,0,651,1065
5498,72,3,Convertible,9634,1,0.8,6,2,725,3889
5499,44,7,SUV,21951,0,0.25,8,1,677,2440
5500,51,0,SUV,21504,0,0.93,2,0,629,634
5501,68,14,SUV,11768,0,0.49,9,0,605,1692
5502,18,17,Sedan,13507,1,0.7,8,0,592,1817
5503,49,0,Hatchback,20357,0,0.87,2,1,628,1553
5504,42,10,Sedan,5620,0,0.35,8,1,669,1937
5505,46,1,Sedan,25447,0,0.45,1,0,545,1374
5506,24,0,Sedan,5453,0,0.38,6,0,643,1091
